stamp,pwm,velocity,steering_angle,joy_axes,joy_buttons
1734795096.6922667,660000,0.0,560000,"[]","[]"
1734795096.693676,660000,0.0,560000,"[]","[]"
1734795096.7197802,660000,0.0,560000,"[]","[]"
1734795096.789966,660000,0.0,560000,"[]","[]"
1734795096.7920363,660000,0.0,560000,"[]","[]"
1734795096.7942634,660000,0.0,560000,"[]","[]"
1734795096.860038,660000,0.0,560000,"[]","[]"
1734795096.8920696,660000,0.0,560000,"[]","[]"
1734795096.8937147,660000,0.0,560000,"[]","[]"
1734795096.9299874,660000,0.0,560000,"[]","[]"
1734795096.9924157,660000,0.0,560000,"[]","[]"
1734795096.9938927,660000,0.0,560000,"[]","[]"
1734795096.999959,660000,0.0,560000,"[]","[]"
1734795097.06998,660000,0.0,560000,"[]","[]"
1734795097.0923417,660000,0.0,560000,"[]","[]"
1734795097.0939207,660000,0.0,560000,"[]","[]"
1734795097.1397347,660000,0.0,560000,"[]","[]"
1734795097.1925175,660000,0.0,560000,"[]","[]"
1734795097.195221,660000,0.0,560000,"[]","[]"
1734795097.2098215,660000,0.0,560000,"[]","[]"
1734795097.2798126,660000,0.0,560000,"[]","[]"
1734795097.2924638,660000,0.0,560000,"[]","[]"
1734795097.2934456,660000,0.0,560000,"[]","[]"
1734795097.349741,660000,0.0,560000,"[]","[]"
1734795097.3921764,660000,0.0,560000,"[]","[]"
1734795097.3939075,660000,0.0,560000,"[]","[]"
1734795097.4197483,660000,0.0,560000,"[]","[]"
1734795097.491155,660000,0.0,560000,"[]","[]"
1734795097.4920049,660000,0.0,560000,"[]","[]"
1734795097.4928265,660000,0.0,560000,"[]","[]"
1734795097.560328,660000,0.0,560000,"[]","[]"
1734795097.593068,660000,0.0,560000,"[]","[]"
1734795097.5949614,660000,0.0,560000,"[]","[]"
1734795097.630037,660000,0.0,560000,"[]","[]"
1734795097.692566,660000,0.0,560000,"[]","[]"
1734795097.6940053,660000,0.0,560000,"[]","[]"
1734795097.699846,660000,0.0,560000,"[]","[]"
1734795097.769844,660000,0.0,560000,"[]","[]"
1734795097.7923634,660000,0.0,560000,"[]","[]"
1734795097.7936435,660000,0.0,560000,"[]","[]"
1734795097.8400197,660000,0.0,560000,"[]","[]"
1734795097.8937783,660000,0.0,560000,"[]","[]"
1734795097.895599,660000,0.0,560000,"[]","[]"
1734795097.9095168,660000,0.0,560000,"[]","[]"
1734795097.9802117,660000,0.0,560000,"[]","[]"
1734795097.9923549,660000,0.0,560000,"[]","[]"
1734795097.993395,660000,0.0,560000,"[]","[]"
1734795098.0503159,660000,0.0,560000,"[]","[]"
1734795098.0920665,660000,0.0,560000,"[]","[]"
1734795098.093947,660000,0.0,560000,"[]","[]"
1734795098.1194277,660000,0.0,560000,"[]","[]"
1734795098.1898777,660000,0.0,560000,"[]","[]"
1734795098.192212,660000,0.0,560000,"[]","[]"
1734795098.1935754,660000,0.0,560000,"[]","[]"
1734795098.2600067,660000,0.0,560000,"[]","[]"
1734795098.292096,660000,0.0,560000,"[]","[]"
1734795098.2941191,660000,0.0,560000,"[]","[]"
1734795098.330253,660000,0.0,560000,"[]","[]"
1734795098.3926854,660000,0.0,560000,"[]","[]"
1734795098.3949788,660000,0.0,560000,"[]","[]"
1734795098.3995628,660000,0.0,560000,"[]","[]"
1734795098.46952,660000,0.0,560000,"[]","[]"
1734795098.4920485,660000,0.0,560000,"[]","[]"
1734795098.4940615,660000,0.0,560000,"[]","[]"
1734795098.5398626,660000,0.0,560000,"[]","[]"
1734795098.5922983,660000,0.0,560000,"[]","[]"
1734795098.5935056,660000,0.0,560000,"[]","[]"
1734795098.6102183,660000,0.0,560000,"[]","[]"
1734795098.6795967,660000,0.0,560000,"[]","[]"
1734795098.6923683,660000,0.0,560000,"[]","[]"
1734795098.6937008,660000,0.0,560000,"[]","[]"
1734795098.7495537,660000,0.0,560000,"[]","[]"
1734795098.7927241,660000,0.0,560000,"[]","[]"
1734795098.7934887,660000,0.0,560000,"[]","[]"
1734795098.8198504,660000,0.0,560000,"[]","[]"
1734795098.890195,660000,0.0,560000,"[]","[]"
1734795098.8924959,660000,0.0,560000,"[]","[]"
1734795098.8938024,660000,0.0,560000,"[]","[]"
1734795098.9604828,660000,0.0,560000,"[]","[]"
1734795098.991961,660000,0.0,560000,"[]","[]"
1734795098.9943871,660000,0.0,560000,"[]","[]"
1734795099.0299168,660000,0.0,560000,"[]","[]"
1734795099.0923686,660000,0.0,560000,"[]","[]"
1734795099.093356,660000,0.0,560000,"[]","[]"
1734795099.0998557,660000,0.0,560000,"[]","[]"
1734795099.1697783,660000,0.0,560000,"[]","[]"
1734795099.1919794,660000,0.0,560000,"[]","[]"
1734795099.193796,660000,0.0,560000,"[]","[]"
1734795099.2397585,660000,0.0,560000,"[]","[]"
1734795099.292981,660000,0.0,560000,"[]","[]"
1734795099.2936914,660000,0.0,560000,"[]","[]"
1734795099.309488,660000,0.0,560000,"[]","[]"
1734795099.3800232,660000,0.0,560000,"[]","[]"
1734795099.392413,660000,0.0,560000,"[]","[]"
1734795099.394251,660000,0.0,560000,"[]","[]"
1734795099.4500637,660000,0.0,560000,"[]","[]"
1734795099.4929612,660000,0.0,560000,"[]","[]"
1734795099.4945674,660000,0.0,560000,"[]","[]"
1734795099.519777,660000,0.0,560000,"[]","[]"
1734795099.5897536,660000,0.0,560000,"[]","[]"
1734795099.5920906,660000,0.0,560000,"[]","[]"
1734795099.5940926,660000,0.0,560000,"[]","[]"
1734795099.660157,660000,0.0,560000,"[]","[]"
1734795099.6919098,660000,0.0,560000,"[]","[]"
1734795099.6937578,660000,0.0,560000,"[]","[]"
1734795099.730273,660000,0.0,560000,"[]","[]"
1734795099.7919097,660000,0.0,560000,"[]","[]"
1734795099.7931008,660000,0.0,560000,"[]","[]"
1734795099.7996697,660000,0.0,560000,"[]","[]"
1734795099.8700593,660000,0.0,560000,"[]","[]"
1734795099.891975,660000,0.0,560000,"[]","[]"
1734795099.894118,660000,0.0,560000,"[]","[]"
1734795099.939869,660000,0.0,560000,"[]","[]"
1734795099.992134,660000,0.0,560000,"[]","[]"
1734795099.9936228,660000,0.0,560000,"[]","[]"
1734795100.0097408,660000,0.0,560000,"[]","[]"
1734795100.0803523,660000,0.0,560000,"[]","[]"
1734795100.091831,660000,0.0,560000,"[]","[]"
1734795100.093862,660000,0.0,560000,"[]","[]"
1734795100.1498508,660000,0.0,560000,"[]","[]"
1734795100.1927192,660000,0.0,560000,"[]","[]"
1734795100.1958125,660000,0.0,560000,"[]","[]"
1734795100.2195454,660000,0.0,560000,"[]","[]"
1734795100.2901952,660000,0.0,560000,"[]","[]"
1734795100.2923832,660000,0.0,560000,"[]","[]"
1734795100.2930005,660000,0.0,560000,"[]","[]"
1734795100.3604174,660000,0.0,560000,"[]","[]"
1734795100.3928866,660000,0.0,560000,"[]","[]"
1734795100.3937325,660000,0.0,560000,"[]","[]"
1734795100.4297736,660000,0.0,560000,"[]","[]"
1734795100.4919708,660000,0.0,560000,"[]","[]"
1734795100.4942229,660000,0.0,560000,"[]","[]"
1734795100.4995258,660000,0.0,560000,"[]","[]"
1734795100.5700204,660000,0.0,560000,"[]","[]"
1734795100.5919454,660000,0.0,560000,"[]","[]"
1734795100.5937948,660000,0.0,560000,"[]","[]"
1734795100.6399596,660000,0.0,560000,"[]","[]"
1734795100.692466,660000,0.0,560000,"[]","[]"
1734795100.694092,660000,0.0,560000,"[]","[]"
1734795100.709627,660000,0.0,560000,"[]","[]"
1734795100.7796648,660000,0.0,560000,"[]","[]"
1734795100.7920916,660000,0.0,560000,"[]","[]"
1734795100.7931633,660000,0.0,560000,"[]","[]"
1734795100.849745,660000,0.0,560000,"[]","[]"
1734795100.8919697,660000,0.0,560000,"[]","[]"
1734795100.8930361,660000,0.0,560000,"[]","[]"
1734795100.9197986,660000,0.0,560000,"[]","[]"
1734795100.98995,660000,0.0,560000,"[]","[]"
1734795100.9927957,660000,0.0,560000,"[]","[]"
1734795100.9937522,660000,0.0,560000,"[]","[]"
1734795101.0605333,660000,0.0,560000,"[]","[]"
1734795101.0922208,660000,0.0,560000,"[]","[]"
1734795101.0939746,660000,0.0,560000,"[]","[]"
1734795101.1297626,660000,0.0,560000,"[]","[]"
1734795101.193501,660000,0.0,560000,"[]","[]"
1734795101.1942449,660000,0.0,560000,"[]","[]"
1734795101.200032,660000,0.0,560000,"[]","[]"
1734795101.269528,660000,0.0,560000,"[]","[]"
1734795101.292335,660000,0.0,560000,"[]","[]"
1734795101.294018,660000,0.0,560000,"[]","[]"
1734795101.3400793,660000,0.0,560000,"[]","[]"
1734795101.392255,660000,0.0,560000,"[]","[]"
1734795101.3945208,660000,0.0,560000,"[]","[]"
1734795101.4099355,660000,0.0,560000,"[]","[]"
1734795101.4795723,660000,0.0,560000,"[]","[]"
1734795101.4932988,660000,0.0,560000,"[]","[]"
1734795101.4943526,660000,0.0,560000,"[]","[]"
1734795101.5497248,660000,0.0,560000,"[]","[]"
1734795101.5920017,660000,0.0,560000,"[]","[]"
1734795101.5938108,660000,0.0,560000,"[]","[]"
1734795101.6197395,660000,0.0,560000,"[]","[]"
1734795101.6895702,660000,0.0,560000,"[]","[]"
1734795101.6920183,660000,0.0,560000,"[]","[]"
1734795101.6940894,660000,0.0,560000,"[]","[]"
1734795101.760469,660000,0.0,560000,"[]","[]"
1734795101.7921565,660000,0.0,560000,"[]","[]"
1734795101.7956872,660000,0.0,560000,"[]","[]"
1734795101.8300104,660000,0.0,560000,"[]","[]"
1734795101.891802,660000,0.0,560000,"[]","[]"
1734795101.8934085,660000,0.0,560000,"[]","[]"
1734795101.8997607,660000,0.0,560000,"[]","[]"
1734795101.9696944,660000,0.0,560000,"[]","[]"
1734795101.9931319,660000,0.0,560000,"[]","[]"
1734795101.994303,660000,0.0,560000,"[]","[]"
1734795102.039836,660000,0.0,560000,"[]","[]"
1734795102.093231,660000,0.0,560000,"[]","[]"
1734795102.0964375,660000,0.0,560000,"[]","[]"
1734795102.109453,660000,0.0,560000,"[]","[]"
1734795102.1798027,660000,0.0,560000,"[]","[]"
1734795102.1917787,660000,0.0,560000,"[]","[]"
1734795102.1937582,660000,0.0,560000,"[]","[]"
1734795102.2498572,660000,0.0,560000,"[]","[]"
1734795102.2922816,660000,0.0,560000,"[]","[]"
1734795102.2932634,660000,0.0,560000,"[]","[]"
1734795102.3198872,660000,0.0,560000,"[]","[]"
1734795102.3897638,660000,0.0,560000,"[]","[]"
1734795102.392617,660000,0.0,560000,"[]","[]"
1734795102.394322,660000,0.0,560000,"[]","[]"
1734795102.460239,660000,0.0,560000,"[]","[]"
1734795102.4924693,660000,0.0,560000,"[]","[]"
1734795102.4940321,660000,0.0,560000,"[]","[]"
1734795102.529897,660000,0.0,560000,"[]","[]"
1734795102.5920923,660000,0.0,560000,"[]","[]"
1734795102.5937953,660000,0.0,560000,"[]","[]"
1734795102.599678,660000,0.0,560000,"[]","[]"
1734795102.6695957,660000,0.0,560000,"[]","[]"
1734795102.691892,660000,0.0,560000,"[]","[]"
1734795102.6946154,660000,0.0,560000,"[]","[]"
1734795102.740015,660000,0.0,560000,"[]","[]"
1734795102.791956,660000,0.0,560000,"[]","[]"
1734795102.7937691,660000,0.0,560000,"[]","[]"
1734795102.8096251,660000,0.0,560000,"[]","[]"
1734795102.879972,660000,0.0,560000,"[]","[]"
1734795102.8920352,660000,0.0,560000,"[]","[]"
1734795102.8931332,660000,0.0,560000,"[]","[]"
1734795102.9500468,660000,0.01678832806646824,560000,"[]","[]"
1734795102.991878,660000,0.01678832806646824,560000,"[]","[]"
1734795102.993686,660000,0.01678832806646824,560000,"[]","[]"
1734795103.0198512,660000,0.0,560000,"[]","[]"
1734795103.0897095,660000,0.0,560000,"[]","[]"
1734795103.092088,660000,0.0,560000,"[]","[]"
1734795103.092824,660000,0.0,560000,"[]","[]"
1734795103.1604602,660000,0.0,560000,"[]","[]"
1734795103.1921918,660000,0.0,560000,"[]","[]"
1734795103.1933455,660000,0.0,560000,"[]","[]"
1734795103.2302806,660000,0.0,560000,"[]","[]"
1734795103.2922897,660000,0.0,560000,"[]","[]"
1734795103.2935834,660000,0.0,560000,"[]","[]"
1734795103.2995274,660000,0.0,560000,"[]","[]"
1734795103.3694992,660000,0.0,560000,"[]","[]"
1734795103.3923907,660000,0.0,560000,"[]","[]"
1734795103.3935087,660000,0.0,560000,"[]","[]"
1734795103.4397175,660000,0.0,560000,"[]","[]"
1734795103.4924507,660000,0.0,560000,"[]","[]"
1734795103.494538,660000,0.0,560000,"[]","[]"
1734795103.509729,660000,0.0,560000,"[]","[]"
1734795103.579705,660000,0.0,560000,"[]","[]"
1734795103.592343,660000,0.0,560000,"[]","[]"
1734795103.594097,660000,0.0,560000,"[]","[]"
1734795103.6498883,660000,0.0,560000,"[]","[]"
1734795103.6929696,660000,0.0,560000,"[]","[]"
1734795103.6940715,660000,0.0,560000,"[]","[]"
1734795103.7199497,660000,0.0,560000,"[]","[]"
1734795103.7898974,660000,0.0,560000,"[]","[]"
1734795103.7921548,660000,0.0,560000,"[]","[]"
1734795103.793529,660000,0.0,560000,"[]","[]"
1734795103.8598528,660000,0.0,560000,"[]","[]"
1734795103.8922868,660000,0.0,560000,"[]","[]"
1734795103.8935833,660000,0.0,560000,"[]","[]"
1734795103.930323,660000,0.0,560000,"[]","[]"
1734795103.9918988,660000,0.0,560000,"[]","[]"
1734795103.993859,660000,0.0,560000,"[]","[]"
1734795103.9998558,660000,0.0,560000,"[]","[]"
1734795104.0696406,660000,0.0,560000,"[]","[]"
1734795104.0920799,660000,0.0,560000,"[]","[]"
1734795104.0945141,660000,0.0,560000,"[]","[]"
1734795104.139745,660000,0.0,560000,"[]","[]"
1734795104.1918876,660000,0.0,560000,"[]","[]"
1734795104.19312,660000,0.0,560000,"[]","[]"
1734795104.209834,660000,0.0,560000,"[]","[]"
1734795104.2333443,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.2812502,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.293048,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.293865,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.3498852,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.392525,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.3933387,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.4202611,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.4898012,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.4922538,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.4928336,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.5602274,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.5921664,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.5936737,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.6298873,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.6920476,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.6940856,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.699894,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.7697563,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.7925656,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.7943857,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.8401608,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.8927484,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.8952315,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.9098856,660000,0.06125951558351517,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.9797873,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.99289,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795104.993244,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795105.04997,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1734795105.0918477,660000,0.0,560000,"[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
