stamp,pwm,velocity,steering_angle,joy_axes,joy_buttons
1734795104.2344284,660000,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795415.8554587,660000,0.0,560000,[-0.0, 0.10588235408067703, -0.0, -0.0, 0.0, 0.0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795415.9201858,660000,0.0,560000,[-0.0, 0.14509804546833038, -0.0, -0.0, 0.0, 0.0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795415.997444,660000,0.0,560000,[-0.0, 0.1921568661928177, -0.0, -0.0, 0.0, 0.0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795416.0945723,660000,0.2451859414577484,560000,[-0.0, 0.3176470696926117, -0.0, -0.0, 0.0, 0.0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795416.1953185,660000,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.0954218,660000,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0117647061124444],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.1936255,691529,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.26274511218070984],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.2940276,697176,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.30980393290519714],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.394222,660000,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.0],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.5723026,660000,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.10196078568696976],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.6315103,685411,0.09752064943313599,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.2666666805744171],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.702225,700000,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.3333333432674408],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.829399,700000,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.32549020648002625],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.8957288,698117,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.3176470696926117],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795426.9950137,710352,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.41960784792900085],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1734795427.0959418,726352,0.0,560000,[-0.0, -0.0, -0.0, -0.0, 0.0, 0.5529412031173706],[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
